shipment_id,transit_days,origin_weather_severity,dest_weather_severity,origin_nlp_risk,is_delayed,delay_days,origin_Dubai Port,origin_Los Angeles Port,origin_Mumbai Port,origin_Rotterdam Port,origin_Shanghai Port,origin_Singapore Port,destination_Dubai Port,destination_Los Angeles Port,destination_Mumbai Port,destination_Rotterdam Port,destination_Shanghai Port,destination_Singapore Port,item_Auto Parts,item_Electronics,item_Machinery,item_Pharmaceuticals,item_Textiles
SHP10749,20,4,4,0.1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
SHP10750,21,4,4,0.1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
SHP10751,20,0,4,0.9995662569999696,0,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
SHP10752,21,1,4,0.1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
SHP10753,23,0,0,0.1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
SHP10754,22,0,3,0.9845608472824096,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
SHP10755,11,0,10,0.1,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
SHP10756,24,4,4,0.1,0,0,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
SHP10757,26,4,4,0.1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
SHP10758,26,0,0,0.1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
SHP10759,13,0,0,0.1,0,0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
SHP10760,22,0,0,0.1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
SHP10761,20,3,3,0.9996029734611512,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
SHP10762,29,0,0,0.1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
SHP10763,27,4,0,0.1,0,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
SHP10764,16,1,10,0.1,0,0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
SHP10765,30,0,0,0.1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
SHP10766,30,0,1,0.1,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
SHP10767,28,0,0,0.1,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
SHP10768,23,1,3,0.1,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
SHP10769,14,3,3,0.1,1,7,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
SHP10770,19,0,0,0.989282488822937,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
SHP10771,27,0,4,0.988454520702362,1,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
SHP10772,27,4,0,0.1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
SHP10773,26,7,4,0.9539816975593568,0,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
SHP10774,22,0,7,0.1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
SHP10775,10,4,0,0.1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
SHP10776,30,0,1,0.1,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
SHP10777,29,0,0,0.9907093048095704,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
SHP10778,15,4,0,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
SHP10779,13,0,3,0.1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
SHP10780,14,4,1,0.1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
SHP10781,14,0,4,0.1,1,8,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
SHP10782,29,4,0,0.1,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
SHP10783,21,4,0,0.1,1,9,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
SHP10784,15,0,0,0.1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
SHP10785,27,4,0,0.1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
SHP10786,20,0,3,0.1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
SHP10787,25,0,4,0.1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10788,21,1,0,0.1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
SHP10789,11,0,0,0.9539816975593568,0,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
SHP10790,18,0,3,0.1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
SHP10791,26,1,10,0.1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
SHP10792,30,3,0,0.1,1,6,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
SHP10793,27,1,1,0.1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
SHP10794,30,1,0,0.1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
SHP10795,27,10,1,0.9710808396339417,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
SHP10796,14,0,0,0.1,1,4,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
SHP10797,12,0,10,0.1,1,2,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
SHP10798,17,4,4,0.1,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
SHP10799,22,3,3,0.1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
SHP10800,10,0,1,0.1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
SHP10801,12,0,0,0.9996029734611512,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
SHP10802,19,3,0,0.1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
SHP10803,10,0,3,0.1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
SHP10804,27,3,3,0.9996029734611512,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
SHP10805,30,1,3,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
SHP10806,13,0,10,0.1,1,4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
SHP10807,27,1,3,0.1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
SHP10808,23,0,4,0.1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
SHP10809,17,1,0,0.1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
SHP10810,28,0,3,0.1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
SHP10811,19,0,0,0.1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
SHP10812,25,3,10,0.1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
SHP10813,19,0,1,0.1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
SHP10814,20,4,0,0.1,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
SHP10815,28,4,10,0.1,0,0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
SHP10816,20,4,0,0.1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
SHP10817,14,0,3,0.1,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
SHP10818,21,4,0,0.998696744441986,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
SHP10819,30,0,7,0.1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
SHP10820,18,0,3,0.1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10821,26,3,0,0.1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
SHP10822,16,0,0,0.1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
SHP10823,25,1,4,0.1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
SHP10824,28,0,4,0.1,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
SHP10825,26,3,0,0.1,1,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
SHP10826,17,0,4,0.1,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
SHP10827,24,0,4,0.1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10828,21,0,1,0.1,1,5,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
SHP10829,21,4,1,0.1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
SHP10830,22,10,4,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
SHP10831,20,7,0,0.9895437955856324,1,13,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
SHP10832,27,4,4,0.1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
SHP10833,30,7,0,0.9996744394302368,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
SHP10834,17,3,3,0.1,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
SHP10835,29,0,0,0.1,1,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
SHP10836,12,1,0,0.1,0,0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
SHP10837,15,0,0,0.1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
SHP10838,20,1,3,0.1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
SHP10839,28,3,0,0.1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
SHP10840,14,4,0,0.9769662022590636,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
SHP10841,28,4,0,0.1,1,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
SHP10842,22,10,0,0.990997076034546,0,0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
SHP10843,16,1,0,0.1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
SHP10844,23,1,0,0.1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
SHP10845,26,4,0,0.1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10846,28,4,0,0.1,1,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
SHP10847,10,0,0,0.1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
SHP10848,13,1,3,0.1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
SHP10849,26,4,4,0.9990503191947936,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
SHP10850,27,4,4,0.1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
SHP10851,21,1,0,0.1,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
SHP10852,25,0,10,0.1,0,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
SHP10853,28,0,4,0.1,1,7,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
SHP10854,12,3,3,0.1,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
SHP10855,10,0,10,0.1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
SHP10856,26,0,10,0.1,1,4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
SHP10857,21,3,4,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
SHP10858,27,1,4,0.1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
SHP10859,22,3,0,0.1,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
SHP10860,15,3,3,0.999616265296936,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
SHP10861,28,0,0,0.9990503191947936,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
SHP10862,13,4,0,0.1,0,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
SHP10863,26,3,4,0.1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
SHP10864,11,0,0,0.1,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
SHP10865,25,7,0,0.999671220779419,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
SHP10866,17,0,0,0.1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
SHP10867,29,3,3,0.9990503191947936,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
SHP10868,30,3,7,0.1,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
SHP10869,16,3,10,0.1,1,8,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
SHP10870,17,0,0,0.1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
SHP10871,30,7,0,0.9539816975593568,1,7,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
SHP10872,21,0,0,0.1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
SHP10873,10,0,0,0.1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
SHP10874,27,1,0,0.1,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10875,29,4,4,0.998696744441986,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
SHP10876,18,0,10,0.1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
SHP10877,26,0,3,0.1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
SHP10878,28,4,4,0.1,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
SHP10879,17,3,1,0.999616265296936,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
SHP10880,25,0,1,0.1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
SHP10881,17,0,0,0.1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
SHP10882,10,0,4,0.1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
SHP10883,22,0,1,0.1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
SHP10884,25,0,3,0.1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
SHP10885,16,4,1,0.1,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
SHP10886,16,4,0,0.1,1,4,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
SHP10887,13,7,3,0.9996067881584167,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
SHP10888,27,7,3,0.9995662569999696,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
SHP10889,25,3,3,0.999616265296936,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
SHP10890,26,1,0,0.1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
SHP10891,26,4,0,0.1,0,0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
SHP10892,21,1,0,0.1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
SHP10893,26,0,4,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
SHP10894,16,1,0,0.1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
SHP10895,18,4,7,0.1,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
SHP10896,29,1,0,0.1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
SHP10897,23,1,0,0.1,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
SHP10898,24,0,3,0.1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
SHP10899,18,0,0,0.1,0,0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
SHP10900,14,0,1,0.1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
SHP10901,15,1,1,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
SHP10902,25,1,10,0.988454520702362,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
SHP10903,13,3,1,0.9996029734611512,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
SHP10904,30,0,0,0.1,1,2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
SHP10905,21,10,4,0.1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
SHP10906,13,0,10,0.1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
SHP10907,28,4,1,0.1,0,0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
SHP10908,20,0,0,0.1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
SHP10909,29,1,3,0.1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
SHP10910,20,0,0,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
SHP10911,12,0,1,0.1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
SHP10912,19,0,0,0.1,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
SHP10913,21,3,3,0.1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
SHP10914,15,1,4,0.1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
SHP10915,12,3,3,0.1,1,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
SHP10916,25,0,4,0.9991770386695862,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
SHP10917,13,4,1,0.1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
SHP10918,17,1,0,0.988454520702362,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
SHP10919,26,3,1,0.1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
SHP10920,25,3,0,0.1,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
SHP10921,14,3,1,0.1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
SHP10922,29,3,0,0.1,0,0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
SHP10923,30,1,4,0.1,0,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
SHP10924,17,3,4,0.1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
SHP10925,18,0,4,0.1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
SHP10926,21,3,4,0.1,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10927,19,0,0,0.1,1,5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
SHP10928,10,4,3,0.9991770386695862,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
SHP10929,22,3,0,0.1,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
SHP10930,18,0,3,0.1,1,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
SHP10931,18,10,1,0.991252601146698,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
SHP10932,16,0,3,0.1,0,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
SHP10933,30,0,3,0.1,0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
SHP10934,16,0,10,0.1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
SHP10935,15,4,3,0.1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
SHP10936,10,4,0,0.998696744441986,0,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
SHP10937,20,0,4,0.1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
SHP10938,11,0,0,0.1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
SHP10939,12,1,3,0.1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
SHP10940,10,1,4,0.1,1,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
SHP10941,17,7,0,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
SHP10942,26,3,4,0.1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
SHP10943,19,4,1,0.1,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
SHP10944,13,10,10,0.990997076034546,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
SHP10945,11,10,0,0.1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
SHP10946,23,1,0,0.1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
SHP10947,22,0,0,0.1,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
SHP10948,25,0,4,0.1,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10949,15,3,4,0.1,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
SHP10950,11,0,0,0.991252601146698,1,5,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
SHP10951,14,0,1,0.1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
SHP10952,16,4,0,0.998696744441986,1,5,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
SHP10953,11,3,4,0.1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
SHP10954,25,1,3,0.1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
SHP10955,24,4,3,0.1,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
SHP10956,26,0,0,0.1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
SHP10957,24,0,0,0.1,1,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
SHP10958,10,3,4,0.1,0,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
SHP10959,12,10,0,0.1,0,0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
SHP10960,25,4,4,0.9990503191947936,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
SHP10961,23,4,3,0.1,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
SHP10962,12,4,4,0.1,1,10,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10963,13,0,4,0.988454520702362,0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
SHP10964,22,0,4,0.989282488822937,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10965,11,0,0,0.1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
SHP10966,30,0,0,0.1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
SHP10967,27,1,3,0.1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
SHP10968,18,3,0,0.1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
SHP10969,16,0,4,0.1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
SHP10970,22,0,0,0.1,0,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
SHP10971,15,10,0,0.9750776886940002,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
SHP10972,28,0,0,0.1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
SHP10973,15,4,0,0.1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
SHP10974,29,1,4,0.9990503191947936,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
SHP10975,21,3,3,0.1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
SHP10976,17,4,1,0.1,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
SHP10977,21,1,1,0.1,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
SHP10978,19,10,0,0.9769662022590636,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
SHP10979,19,4,4,0.1,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
SHP10980,18,0,10,0.1,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
SHP10981,14,3,4,0.9845608472824096,1,10,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
SHP10982,18,0,3,0.1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
SHP10983,19,0,1,0.1,1,7,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
SHP10984,20,0,3,0.1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
SHP10985,29,0,1,0.1,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
SHP10986,11,4,1,0.1,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
SHP10987,13,0,10,0.1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
SHP10988,30,1,0,0.1,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
SHP10989,27,10,3,0.1,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
SHP10990,11,7,3,0.1,0,0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
SHP10991,26,4,10,0.1,1,7,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
SHP10992,14,4,3,0.9991770386695862,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
SHP10993,22,1,3,0.1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
SHP10994,14,0,0,0.1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
SHP10995,22,0,1,0.1,0,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
SHP10996,17,0,1,0.990997076034546,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
SHP10997,28,3,10,0.1,1,7,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
SHP10998,21,10,0,0.1,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
SHP10999,15,7,4,0.1,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
