shipment_id,origin,destination,item,dispatch_date,planned_eta,actual_arrival,delay_days,is_delayed
SHP10521,Rotterdam Port,Dubai Port,Auto Parts,2023-02-12,2023-03-12,2023-04-02,21,1
SHP10522,Shanghai Port,Rotterdam Port,Electronics,2023-05-21,2023-06-07,2023-06-07,0,0
SHP10523,Shanghai Port,Dubai Port,Machinery,2023-09-11,2023-10-08,2023-10-08,0,0
SHP10524,Dubai Port,Mumbai Port,Textiles,2023-10-06,2023-10-27,2023-10-27,0,0
SHP10525,Mumbai Port,Dubai Port,Machinery,2023-04-22,2023-05-15,2023-05-15,0,0
SHP10526,Singapore Port,Shanghai Port,Textiles,2023-01-17,2023-02-10,2023-02-10,0,0
SHP10527,Mumbai Port,Dubai Port,Electronics,2023-05-02,2023-05-18,2023-05-18,0,0
SHP10528,Dubai Port,Los Angeles Port,Machinery,2023-11-20,2023-12-13,2023-12-13,0,0
SHP10529,Shanghai Port,Los Angeles Port,Auto Parts,2023-01-31,2023-02-28,2023-02-28,0,0
SHP10530,Los Angeles Port,Singapore Port,Machinery,2023-03-28,2023-04-17,2023-04-17,0,0
SHP10531,Los Angeles Port,Rotterdam Port,Machinery,2023-05-17,2023-06-12,2023-06-12,0,0
SHP10532,Singapore Port,Mumbai Port,Auto Parts,2023-07-30,2023-08-10,2023-08-10,0,0
SHP10533,Singapore Port,Shanghai Port,Auto Parts,2023-05-08,2023-05-22,2023-05-22,0,0
SHP10534,Shanghai Port,Dubai Port,Pharmaceuticals,2023-03-14,2023-04-11,2023-04-11,0,0
SHP10535,Singapore Port,Rotterdam Port,Pharmaceuticals,2023-08-20,2023-09-01,2023-09-01,0,0
SHP10536,Mumbai Port,Dubai Port,Machinery,2023-05-23,2023-06-13,2023-06-13,0,0
SHP10537,Rotterdam Port,Los Angeles Port,Machinery,2023-01-02,2023-01-14,2023-01-14,0,0
SHP10538,Rotterdam Port,Los Angeles Port,Electronics,2023-10-01,2023-10-23,2023-10-23,0,0
SHP10539,Rotterdam Port,Shanghai Port,Pharmaceuticals,2023-05-18,2023-06-07,2023-06-07,0,0
SHP10540,Los Angeles Port,Singapore Port,Machinery,2023-03-08,2023-04-05,2023-04-05,0,0
SHP10541,Los Angeles Port,Mumbai Port,Electronics,2023-02-20,2023-03-22,2023-03-22,0,0
SHP10542,Rotterdam Port,Mumbai Port,Electronics,2023-03-22,2023-04-15,2023-04-15,0,0
SHP10543,Rotterdam Port,Shanghai Port,Auto Parts,2023-11-29,2023-12-18,2023-12-18,0,0
SHP10544,Los Angeles Port,Mumbai Port,Textiles,2023-05-09,2023-05-21,2023-05-21,0,0
SHP10545,Singapore Port,Shanghai Port,Electronics,2023-07-22,2023-08-21,2023-08-21,0,0
SHP10546,Singapore Port,Shanghai Port,Pharmaceuticals,2023-12-02,2023-12-14,2023-12-14,0,0
SHP10547,Mumbai Port,Los Angeles Port,Pharmaceuticals,2023-02-09,2023-02-23,2023-02-23,0,0
SHP10548,Dubai Port,Rotterdam Port,Electronics,2023-01-05,2023-01-25,2023-01-25,0,0
SHP10549,Rotterdam Port,Shanghai Port,Pharmaceuticals,2023-02-06,2023-02-23,2023-02-23,0,0
SHP10550,Singapore Port,Mumbai Port,Electronics,2023-06-10,2023-07-01,2023-07-01,0,0
SHP10551,Shanghai Port,Dubai Port,Auto Parts,2023-11-25,2023-12-09,2023-12-13,4,1
SHP10552,Dubai Port,Mumbai Port,Machinery,2023-11-29,2023-12-14,2023-12-14,0,0
SHP10553,Singapore Port,Shanghai Port,Auto Parts,2023-07-30,2023-08-28,2023-08-28,0,0
SHP10554,Shanghai Port,Mumbai Port,Electronics,2023-03-13,2023-03-26,2023-03-26,0,0
SHP10555,Rotterdam Port,Los Angeles Port,Pharmaceuticals,2023-06-11,2023-06-25,2023-06-25,0,0
SHP10556,Singapore Port,Mumbai Port,Auto Parts,2023-10-11,2023-11-09,2023-11-09,0,0
SHP10557,Dubai Port,Los Angeles Port,Electronics,2023-12-04,2023-12-23,2023-12-23,0,0
SHP10558,Dubai Port,Singapore Port,Auto Parts,2023-07-20,2023-08-08,2023-08-08,0,0
SHP10559,Shanghai Port,Dubai Port,Pharmaceuticals,2023-02-27,2023-03-16,2023-03-16,0,0
SHP10560,Dubai Port,Mumbai Port,Machinery,2023-01-07,2023-01-28,2023-01-28,0,0
SHP10561,Shanghai Port,Dubai Port,Machinery,2023-08-04,2023-08-25,2023-08-25,0,0
SHP10562,Shanghai Port,Dubai Port,Electronics,2023-01-09,2023-02-06,2023-02-12,6,1
SHP10563,Los Angeles Port,Shanghai Port,Electronics,2023-01-31,2023-02-22,2023-02-22,0,0
SHP10564,Singapore Port,Dubai Port,Pharmaceuticals,2023-08-05,2023-08-27,2023-09-06,10,1
SHP10565,Dubai Port,Singapore Port,Machinery,2023-03-20,2023-04-07,2023-04-15,8,1
SHP10566,Mumbai Port,Singapore Port,Auto Parts,2023-03-21,2023-04-17,2023-04-17,0,0
SHP10567,Dubai Port,Mumbai Port,Textiles,2023-12-24,2024-01-16,2024-01-16,0,0
SHP10568,Shanghai Port,Mumbai Port,Auto Parts,2023-02-14,2023-03-09,2023-03-09,0,0
SHP10569,Dubai Port,Singapore Port,Electronics,2023-06-08,2023-06-23,2023-07-05,12,1
SHP10570,Singapore Port,Shanghai Port,Electronics,2023-03-25,2023-04-19,2023-04-19,0,0
SHP10571,Dubai Port,Singapore Port,Textiles,2023-03-27,2023-04-17,2023-04-17,0,0
SHP10572,Los Angeles Port,Mumbai Port,Electronics,2023-06-21,2023-07-14,2023-07-14,0,0
SHP10573,Mumbai Port,Rotterdam Port,Machinery,2023-11-18,2023-11-30,2023-11-30,0,0
SHP10574,Dubai Port,Los Angeles Port,Electronics,2023-09-13,2023-10-11,2023-10-12,1,1
SHP10575,Shanghai Port,Rotterdam Port,Electronics,2023-10-21,2023-11-03,2023-11-03,0,0
SHP10576,Dubai Port,Mumbai Port,Electronics,2023-01-07,2023-01-24,2023-01-26,2,1
SHP10577,Los Angeles Port,Dubai Port,Auto Parts,2023-04-02,2023-04-13,2023-04-13,0,0
SHP10578,Singapore Port,Rotterdam Port,Auto Parts,2023-06-14,2023-07-01,2023-07-01,0,0
SHP10579,Singapore Port,Los Angeles Port,Textiles,2023-02-09,2023-03-09,2023-03-09,0,0
SHP10580,Dubai Port,Mumbai Port,Auto Parts,2023-04-25,2023-05-21,2023-05-21,0,0
SHP10581,Rotterdam Port,Mumbai Port,Pharmaceuticals,2023-05-25,2023-06-13,2023-06-13,0,0
SHP10582,Dubai Port,Rotterdam Port,Electronics,2023-07-08,2023-07-24,2023-07-24,0,0
SHP10583,Los Angeles Port,Singapore Port,Auto Parts,2023-08-26,2023-09-16,2023-09-16,0,0
SHP10584,Rotterdam Port,Shanghai Port,Machinery,2023-05-06,2023-05-20,2023-05-23,3,1
SHP10585,Rotterdam Port,Mumbai Port,Auto Parts,2023-10-05,2023-10-26,2023-10-26,0,0
SHP10586,Singapore Port,Mumbai Port,Textiles,2023-01-01,2023-01-23,2023-01-23,0,0
SHP10587,Singapore Port,Los Angeles Port,Electronics,2023-04-16,2023-05-12,2023-05-12,0,0
SHP10588,Rotterdam Port,Dubai Port,Electronics,2023-03-14,2023-04-01,2023-04-02,1,1
SHP10589,Shanghai Port,Singapore Port,Pharmaceuticals,2023-12-25,2024-01-15,2024-01-15,0,0
SHP10590,Singapore Port,Mumbai Port,Machinery,2023-02-18,2023-03-16,2023-03-16,0,0
SHP10591,Rotterdam Port,Mumbai Port,Machinery,2023-10-18,2023-10-29,2023-10-29,0,0
SHP10592,Shanghai Port,Los Angeles Port,Textiles,2023-05-14,2023-06-03,2023-06-03,0,0
SHP10593,Rotterdam Port,Los Angeles Port,Textiles,2023-08-20,2023-09-07,2023-09-07,0,0
SHP10594,Shanghai Port,Los Angeles Port,Machinery,2023-02-25,2023-03-11,2023-03-16,5,1
SHP10595,Rotterdam Port,Dubai Port,Textiles,2023-07-28,2023-08-10,2023-08-10,0,0
SHP10596,Shanghai Port,Dubai Port,Textiles,2023-08-26,2023-09-13,2023-09-13,0,0
SHP10597,Mumbai Port,Los Angeles Port,Textiles,2023-12-27,2024-01-25,2024-01-27,2,1
SHP10598,Los Angeles Port,Shanghai Port,Electronics,2023-12-31,2024-01-17,2024-01-17,0,0
SHP10599,Rotterdam Port,Singapore Port,Electronics,2023-12-13,2024-01-01,2024-01-01,0,0
SHP10600,Shanghai Port,Mumbai Port,Pharmaceuticals,2023-08-20,2023-09-16,2023-09-16,0,0
SHP10601,Shanghai Port,Mumbai Port,Pharmaceuticals,2023-02-22,2023-03-08,2023-03-08,0,0
SHP10602,Mumbai Port,Los Angeles Port,Auto Parts,2023-04-12,2023-05-04,2023-05-04,0,0
SHP10603,Singapore Port,Mumbai Port,Machinery,2023-10-28,2023-11-15,2023-11-15,0,0
SHP10604,Mumbai Port,Shanghai Port,Electronics,2023-04-12,2023-05-12,2023-05-12,0,0
SHP10605,Shanghai Port,Mumbai Port,Textiles,2023-03-04,2023-03-15,2023-03-15,0,0
SHP10606,Mumbai Port,Los Angeles Port,Machinery,2023-08-10,2023-09-01,2023-09-01,0,0
SHP10607,Rotterdam Port,Dubai Port,Auto Parts,2023-07-01,2023-07-17,2023-07-17,0,0
SHP10608,Los Angeles Port,Rotterdam Port,Pharmaceuticals,2023-03-18,2023-03-29,2023-03-29,0,0
SHP10609,Dubai Port,Shanghai Port,Textiles,2023-09-13,2023-10-06,2023-10-06,0,0
SHP10610,Rotterdam Port,Mumbai Port,Electronics,2023-05-24,2023-06-15,2023-06-28,13,1
SHP10611,Shanghai Port,Singapore Port,Auto Parts,2023-11-19,2023-12-16,2023-12-16,0,0
SHP10612,Rotterdam Port,Los Angeles Port,Pharmaceuticals,2023-10-06,2023-10-31,2023-10-31,0,0
SHP10613,Dubai Port,Singapore Port,Textiles,2023-07-18,2023-08-05,2023-08-05,0,0
SHP10614,Los Angeles Port,Singapore Port,Auto Parts,2023-01-16,2023-02-03,2023-02-05,2,1
SHP10615,Rotterdam Port,Singapore Port,Textiles,2023-10-27,2023-11-13,2023-11-13,0,0
SHP10616,Mumbai Port,Los Angeles Port,Auto Parts,2023-05-17,2023-06-13,2023-06-13,0,0
SHP10617,Singapore Port,Mumbai Port,Auto Parts,2023-10-22,2023-11-13,2023-11-13,0,0
SHP10618,Shanghai Port,Los Angeles Port,Auto Parts,2023-10-31,2023-11-20,2023-11-20,0,0
SHP10619,Singapore Port,Los Angeles Port,Machinery,2023-01-15,2023-02-05,2023-02-05,0,0
SHP10620,Dubai Port,Shanghai Port,Machinery,2023-04-07,2023-05-02,2023-05-02,0,0
SHP10621,Shanghai Port,Dubai Port,Electronics,2023-02-16,2023-02-27,2023-02-27,0,0
SHP10622,Shanghai Port,Mumbai Port,Machinery,2023-09-02,2023-09-12,2023-09-12,0,0
SHP10623,Dubai Port,Shanghai Port,Auto Parts,2023-06-24,2023-07-09,2023-07-09,0,0
SHP10624,Los Angeles Port,Mumbai Port,Electronics,2023-03-17,2023-04-14,2023-04-14,0,0
SHP10625,Shanghai Port,Mumbai Port,Machinery,2023-07-06,2023-07-18,2023-07-18,0,0
SHP10626,Singapore Port,Rotterdam Port,Machinery,2023-02-21,2023-03-13,2023-03-13,0,0
SHP10627,Shanghai Port,Los Angeles Port,Pharmaceuticals,2023-11-24,2023-12-19,2023-12-19,0,0
SHP10628,Shanghai Port,Singapore Port,Machinery,2023-07-02,2023-07-19,2023-07-19,0,0
SHP10629,Shanghai Port,Dubai Port,Textiles,2023-12-19,2024-01-07,2024-01-07,0,0
SHP10630,Singapore Port,Mumbai Port,Machinery,2023-07-20,2023-08-17,2023-08-20,3,1
SHP10631,Dubai Port,Los Angeles Port,Machinery,2023-04-24,2023-05-24,2023-05-24,0,0
SHP10632,Rotterdam Port,Shanghai Port,Textiles,2023-02-09,2023-02-26,2023-02-26,0,0
SHP10633,Los Angeles Port,Shanghai Port,Electronics,2023-12-29,2024-01-28,2024-01-28,0,0
SHP10634,Los Angeles Port,Dubai Port,Electronics,2023-05-16,2023-06-01,2023-06-01,0,0
SHP10635,Mumbai Port,Rotterdam Port,Textiles,2023-02-25,2023-03-07,2023-03-15,8,1
SHP10636,Rotterdam Port,Dubai Port,Auto Parts,2023-07-31,2023-08-25,2023-08-25,0,0
SHP10637,Los Angeles Port,Singapore Port,Pharmaceuticals,2023-02-21,2023-03-18,2023-03-18,0,0
SHP10638,Dubai Port,Shanghai Port,Auto Parts,2023-08-20,2023-09-01,2023-09-01,0,0
SHP10639,Mumbai Port,Rotterdam Port,Electronics,2023-06-13,2023-07-01,2023-07-01,0,0
SHP10640,Mumbai Port,Rotterdam Port,Auto Parts,2023-07-12,2023-07-27,2023-07-27,0,0
SHP10641,Dubai Port,Mumbai Port,Textiles,2023-11-01,2023-11-30,2023-11-30,0,0
SHP10642,Singapore Port,Mumbai Port,Pharmaceuticals,2023-12-01,2023-12-16,2023-12-16,0,0
SHP10643,Rotterdam Port,Shanghai Port,Electronics,2023-02-21,2023-03-13,2023-03-13,0,0
SHP10644,Shanghai Port,Dubai Port,Machinery,2023-10-04,2023-10-22,2023-10-22,0,0
SHP10645,Los Angeles Port,Shanghai Port,Electronics,2023-01-26,2023-02-17,2023-02-17,0,0
SHP10646,Rotterdam Port,Shanghai Port,Electronics,2023-07-04,2023-07-14,2023-07-14,0,0
SHP10647,Los Angeles Port,Singapore Port,Pharmaceuticals,2023-04-13,2023-04-26,2023-04-27,1,1
SHP10648,Shanghai Port,Rotterdam Port,Electronics,2023-08-31,2023-09-13,2023-09-13,0,0
SHP10649,Rotterdam Port,Dubai Port,Pharmaceuticals,2023-12-05,2023-12-23,2023-12-24,1,1
SHP10650,Dubai Port,Rotterdam Port,Auto Parts,2023-07-09,2023-07-31,2023-07-31,0,0
SHP10651,Rotterdam Port,Mumbai Port,Textiles,2023-08-14,2023-09-07,2023-09-07,0,0
SHP10652,Los Angeles Port,Singapore Port,Electronics,2023-03-19,2023-04-01,2023-04-06,5,1
SHP10653,Los Angeles Port,Singapore Port,Pharmaceuticals,2023-10-29,2023-11-15,2023-11-15,0,0
SHP10654,Rotterdam Port,Singapore Port,Pharmaceuticals,2023-10-02,2023-10-27,2023-10-27,0,0
SHP10655,Shanghai Port,Dubai Port,Textiles,2023-02-10,2023-03-04,2023-03-04,0,0
SHP10656,Singapore Port,Mumbai Port,Machinery,2023-10-20,2023-11-15,2023-11-15,0,0
SHP10657,Singapore Port,Dubai Port,Auto Parts,2023-03-03,2023-03-27,2023-03-27,0,0
SHP10658,Shanghai Port,Los Angeles Port,Auto Parts,2023-03-06,2023-03-17,2023-03-17,0,0
SHP10659,Singapore Port,Rotterdam Port,Auto Parts,2023-11-18,2023-12-02,2023-12-02,0,0
SHP10660,Los Angeles Port,Rotterdam Port,Electronics,2023-02-14,2023-03-08,2023-03-08,0,0
SHP10661,Dubai Port,Los Angeles Port,Textiles,2023-09-24,2023-10-18,2023-10-18,0,0
SHP10662,Mumbai Port,Singapore Port,Machinery,2023-09-25,2023-10-18,2023-10-18,0,0
SHP10663,Shanghai Port,Los Angeles Port,Machinery,2023-10-29,2023-11-26,2023-11-26,0,0
SHP10664,Mumbai Port,Shanghai Port,Machinery,2023-02-21,2023-03-12,2023-03-12,0,0
SHP10665,Los Angeles Port,Dubai Port,Textiles,2023-07-16,2023-08-15,2023-08-15,0,0
SHP10666,Dubai Port,Rotterdam Port,Electronics,2023-03-30,2023-04-17,2023-04-17,0,0
SHP10667,Dubai Port,Singapore Port,Pharmaceuticals,2023-01-20,2023-02-11,2023-02-11,0,0
SHP10668,Los Angeles Port,Shanghai Port,Electronics,2023-09-01,2023-09-19,2023-09-19,0,0
SHP10669,Mumbai Port,Rotterdam Port,Textiles,2023-06-09,2023-06-27,2023-06-27,0,0
SHP10670,Singapore Port,Mumbai Port,Auto Parts,2023-03-10,2023-03-29,2023-03-29,0,0
SHP10671,Rotterdam Port,Los Angeles Port,Textiles,2023-08-02,2023-08-31,2023-08-31,0,0
SHP10672,Shanghai Port,Dubai Port,Auto Parts,2023-07-28,2023-08-22,2023-08-22,0,0
SHP10673,Los Angeles Port,Mumbai Port,Machinery,2023-03-23,2023-04-04,2023-04-04,0,0
SHP10674,Dubai Port,Rotterdam Port,Auto Parts,2023-09-26,2023-10-24,2023-10-30,6,1
SHP10675,Shanghai Port,Los Angeles Port,Electronics,2023-05-08,2023-05-19,2023-05-19,0,0
SHP10676,Los Angeles Port,Shanghai Port,Textiles,2023-07-08,2023-08-01,2023-08-01,0,0
SHP10677,Singapore Port,Mumbai Port,Electronics,2023-05-04,2023-05-25,2023-05-25,0,0
SHP10678,Rotterdam Port,Shanghai Port,Pharmaceuticals,2023-10-28,2023-11-24,2023-11-24,0,0
SHP10679,Shanghai Port,Rotterdam Port,Electronics,2023-05-26,2023-06-05,2023-06-05,0,0
SHP10680,Shanghai Port,Singapore Port,Auto Parts,2023-04-24,2023-05-24,2023-05-24,0,0
SHP10681,Shanghai Port,Rotterdam Port,Pharmaceuticals,2023-09-20,2023-09-30,2023-09-30,0,0
SHP10682,Singapore Port,Mumbai Port,Pharmaceuticals,2023-03-09,2023-04-08,2023-04-08,0,0
SHP10683,Mumbai Port,Los Angeles Port,Textiles,2023-11-08,2023-11-27,2023-11-27,0,0
SHP10684,Singapore Port,Los Angeles Port,Pharmaceuticals,2023-07-12,2023-08-02,2023-08-02,0,0
SHP10685,Shanghai Port,Dubai Port,Textiles,2023-12-13,2024-01-08,2024-01-08,0,0
SHP10686,Rotterdam Port,Singapore Port,Electronics,2023-01-04,2023-01-30,2023-01-30,0,0
SHP10687,Los Angeles Port,Singapore Port,Machinery,2023-11-08,2023-11-27,2023-11-27,0,0
SHP10688,Mumbai Port,Dubai Port,Electronics,2023-06-22,2023-07-10,2023-07-10,0,0
SHP10689,Los Angeles Port,Rotterdam Port,Textiles,2023-04-07,2023-04-21,2023-04-21,0,0
SHP10690,Shanghai Port,Mumbai Port,Machinery,2023-07-26,2023-08-15,2023-08-15,0,0
SHP10691,Singapore Port,Mumbai Port,Pharmaceuticals,2023-06-01,2023-06-19,2023-06-19,0,0
SHP10692,Rotterdam Port,Dubai Port,Electronics,2023-10-26,2023-11-23,2023-11-23,0,0
SHP10693,Los Angeles Port,Shanghai Port,Machinery,2023-11-23,2023-12-18,2023-12-18,0,0
SHP10694,Singapore Port,Los Angeles Port,Machinery,2023-06-03,2023-06-18,2023-06-18,0,0
SHP10695,Dubai Port,Shanghai Port,Textiles,2023-02-19,2023-03-16,2023-03-16,0,0
SHP10696,Los Angeles Port,Singapore Port,Auto Parts,2023-12-15,2024-01-04,2024-01-04,0,0
SHP10697,Shanghai Port,Rotterdam Port,Auto Parts,2023-06-07,2023-06-30,2023-06-30,0,0
SHP10698,Los Angeles Port,Rotterdam Port,Textiles,2023-10-27,2023-11-15,2023-11-15,0,0
SHP10699,Mumbai Port,Dubai Port,Electronics,2023-11-21,2023-12-19,2023-12-19,0,0
SHP10700,Dubai Port,Mumbai Port,Pharmaceuticals,2023-04-10,2023-05-06,2023-05-06,0,0
SHP10701,Singapore Port,Rotterdam Port,Machinery,2023-06-02,2023-06-25,2023-07-03,8,1
SHP10702,Shanghai Port,Los Angeles Port,Auto Parts,2023-06-25,2023-07-18,2023-07-18,0,0
SHP10703,Rotterdam Port,Shanghai Port,Textiles,2023-04-03,2023-04-15,2023-04-15,0,0
SHP10704,Singapore Port,Shanghai Port,Textiles,2023-11-21,2023-12-02,2023-12-09,7,1
SHP10705,Los Angeles Port,Shanghai Port,Auto Parts,2023-10-23,2023-11-07,2023-11-07,0,0
SHP10706,Mumbai Port,Los Angeles Port,Machinery,2023-08-11,2023-09-10,2023-09-10,0,0
SHP10707,Rotterdam Port,Dubai Port,Pharmaceuticals,2023-01-03,2023-01-14,2023-01-14,0,0
SHP10708,Singapore Port,Los Angeles Port,Electronics,2023-06-14,2023-07-10,2023-07-16,6,1
SHP10709,Singapore Port,Mumbai Port,Auto Parts,2023-04-26,2023-05-17,2023-05-17,0,0
SHP10710,Mumbai Port,Dubai Port,Machinery,2023-10-29,2023-11-17,2023-11-17,0,0
SHP10711,Mumbai Port,Rotterdam Port,Textiles,2023-08-22,2023-09-17,2023-09-17,0,0
SHP10712,Los Angeles Port,Dubai Port,Auto Parts,2023-06-25,2023-07-20,2023-07-20,0,0
SHP10713,Shanghai Port,Los Angeles Port,Pharmaceuticals,2023-01-10,2023-01-27,2023-01-29,2,1
SHP10714,Shanghai Port,Los Angeles Port,Electronics,2023-10-29,2023-11-24,2023-11-29,5,1
SHP10715,Los Angeles Port,Mumbai Port,Pharmaceuticals,2023-11-24,2023-12-12,2023-12-12,0,0
SHP10716,Dubai Port,Mumbai Port,Machinery,2023-01-25,2023-02-07,2023-02-07,0,0
SHP10717,Mumbai Port,Shanghai Port,Electronics,2023-08-02,2023-08-26,2023-08-26,0,0
SHP10718,Dubai Port,Los Angeles Port,Pharmaceuticals,2023-12-26,2024-01-09,2024-01-09,0,0
SHP10719,Singapore Port,Mumbai Port,Textiles,2023-08-04,2023-08-17,2023-08-17,0,0
SHP10720,Los Angeles Port,Singapore Port,Machinery,2023-12-25,2024-01-08,2024-01-08,0,0
SHP10721,Mumbai Port,Singapore Port,Machinery,2023-03-02,2023-03-21,2023-03-21,0,0
SHP10722,Mumbai Port,Dubai Port,Auto Parts,2023-11-08,2023-11-24,2023-11-24,0,0
SHP10723,Dubai Port,Shanghai Port,Textiles,2023-12-27,2024-01-19,2024-01-19,0,0
SHP10724,Mumbai Port,Singapore Port,Pharmaceuticals,2023-04-17,2023-05-12,2023-05-12,0,0
SHP10725,Mumbai Port,Shanghai Port,Electronics,2023-02-26,2023-03-26,2023-03-26,0,0
SHP10726,Shanghai Port,Mumbai Port,Machinery,2023-02-08,2023-02-21,2023-02-21,0,0
SHP10727,Singapore Port,Shanghai Port,Pharmaceuticals,2023-06-01,2023-06-19,2023-06-19,0,0
SHP10728,Mumbai Port,Los Angeles Port,Electronics,2023-05-29,2023-06-19,2023-06-19,0,0
SHP10729,Los Angeles Port,Dubai Port,Electronics,2023-02-18,2023-03-01,2023-03-07,6,1
SHP10730,Shanghai Port,Los Angeles Port,Textiles,2023-07-03,2023-07-27,2023-07-27,0,0
SHP10731,Los Angeles Port,Mumbai Port,Textiles,2023-06-25,2023-07-10,2023-07-10,0,0
SHP10732,Rotterdam Port,Dubai Port,Textiles,2023-07-17,2023-08-11,2023-08-11,0,0
SHP10733,Singapore Port,Shanghai Port,Electronics,2023-03-09,2023-03-20,2023-03-20,0,0
SHP10734,Shanghai Port,Mumbai Port,Pharmaceuticals,2023-10-30,2023-11-24,2023-11-24,0,0
SHP10735,Singapore Port,Rotterdam Port,Auto Parts,2023-11-09,2023-12-01,2023-12-01,0,0
SHP10736,Dubai Port,Mumbai Port,Auto Parts,2023-09-05,2023-09-30,2023-09-30,0,0
SHP10737,Rotterdam Port,Dubai Port,Electronics,2023-02-02,2023-02-20,2023-02-20,0,0
SHP10738,Mumbai Port,Singapore Port,Machinery,2023-10-17,2023-11-03,2023-11-03,0,0
SHP10739,Singapore Port,Los Angeles Port,Machinery,2023-09-25,2023-10-24,2023-10-26,2,1
SHP10740,Singapore Port,Shanghai Port,Pharmaceuticals,2023-06-27,2023-07-27,2023-07-27,0,0
SHP10741,Dubai Port,Singapore Port,Electronics,2023-01-06,2023-02-05,2023-02-05,0,0
SHP10742,Dubai Port,Rotterdam Port,Pharmaceuticals,2023-03-26,2023-04-07,2023-04-07,0,0
SHP10743,Los Angeles Port,Shanghai Port,Textiles,2023-05-23,2023-06-03,2023-06-03,0,0
SHP10744,Dubai Port,Rotterdam Port,Pharmaceuticals,2023-05-01,2023-05-13,2023-05-13,0,0
SHP10745,Dubai Port,Rotterdam Port,Electronics,2023-09-13,2023-10-07,2023-10-07,0,0
SHP10746,Rotterdam Port,Mumbai Port,Electronics,2023-07-26,2023-08-18,2023-09-03,16,1
SHP10747,Dubai Port,Mumbai Port,Electronics,2023-11-06,2023-12-05,2023-12-05,0,0
SHP10748,Dubai Port,Singapore Port,Auto Parts,2023-12-02,2023-12-26,2023-12-26,0,0
SHP10749,Los Angeles Port,Mumbai Port,Auto Parts,2023-08-21,2023-09-10,2023-09-10,0,0
SHP10750,Dubai Port,Singapore Port,Pharmaceuticals,2023-12-03,2023-12-24,2023-12-24,0,0
SHP10751,Mumbai Port,Shanghai Port,Auto Parts,2023-01-02,2023-01-22,2023-01-22,0,0
SHP10752,Singapore Port,Los Angeles Port,Machinery,2023-09-25,2023-10-16,2023-10-16,0,0
SHP10753,Mumbai Port,Los Angeles Port,Pharmaceuticals,2023-03-13,2023-04-05,2023-04-05,0,0
SHP10754,Dubai Port,Shanghai Port,Auto Parts,2023-03-03,2023-03-25,2023-03-25,0,0
SHP10755,Shanghai Port,Rotterdam Port,Electronics,2023-08-01,2023-08-12,2023-08-12,0,0
SHP10756,Singapore Port,Dubai Port,Electronics,2023-08-19,2023-09-12,2023-09-12,0,0
SHP10757,Dubai Port,Shanghai Port,Pharmaceuticals,2023-01-03,2023-01-29,2023-01-29,0,0
SHP10758,Dubai Port,Rotterdam Port,Machinery,2023-09-05,2023-10-01,2023-10-01,0,0
SHP10759,Shanghai Port,Singapore Port,Auto Parts,2023-03-07,2023-03-20,2023-03-20,0,0
SHP10760,Dubai Port,Singapore Port,Textiles,2023-09-16,2023-10-08,2023-10-08,0,0
SHP10761,Dubai Port,Shanghai Port,Textiles,2023-07-23,2023-08-12,2023-08-12,0,0
SHP10762,Rotterdam Port,Shanghai Port,Auto Parts,2023-07-31,2023-08-29,2023-08-29,0,0
SHP10763,Singapore Port,Dubai Port,Textiles,2023-12-26,2024-01-22,2024-01-22,0,0
SHP10764,Singapore Port,Dubai Port,Auto Parts,2023-04-13,2023-04-29,2023-04-29,0,0
SHP10765,Los Angeles Port,Rotterdam Port,Auto Parts,2023-12-30,2024-01-29,2024-01-29,0,0
SHP10766,Shanghai Port,Singapore Port,Machinery,2023-12-22,2024-01-21,2024-01-21,0,0
SHP10767,Mumbai Port,Rotterdam Port,Machinery,2023-09-03,2023-10-01,2023-10-01,0,0
SHP10768,Singapore Port,Rotterdam Port,Machinery,2023-05-27,2023-06-19,2023-06-19,0,0
SHP10769,Dubai Port,Mumbai Port,Electronics,2023-07-15,2023-07-29,2023-08-05,7,1
SHP10770,Mumbai Port,Los Angeles Port,Textiles,2023-03-24,2023-04-12,2023-04-12,0,0
SHP10771,Shanghai Port,Mumbai Port,Textiles,2023-04-15,2023-05-12,2023-05-14,2,1
SHP10772,Rotterdam Port,Mumbai Port,Machinery,2023-12-12,2024-01-08,2024-01-08,0,0
SHP10773,Singapore Port,Dubai Port,Pharmaceuticals,2023-05-02,2023-05-28,2023-05-28,0,0
SHP10774,Singapore Port,Los Angeles Port,Electronics,2023-07-15,2023-08-06,2023-08-06,0,0
SHP10775,Singapore Port,Los Angeles Port,Machinery,2023-01-28,2023-02-07,2023-02-07,0,0
SHP10776,Shanghai Port,Singapore Port,Pharmaceuticals,2023-04-26,2023-05-26,2023-05-26,0,0
SHP10777,Singapore Port,Los Angeles Port,Machinery,2023-10-07,2023-11-05,2023-11-05,0,0
SHP10778,Singapore Port,Shanghai Port,Textiles,2023-08-18,2023-09-02,2023-09-02,0,0
SHP10779,Mumbai Port,Los Angeles Port,Auto Parts,2023-09-21,2023-10-04,2023-10-04,0,0
SHP10780,Rotterdam Port,Los Angeles Port,Machinery,2023-05-16,2023-05-30,2023-05-30,0,0
SHP10781,Los Angeles Port,Mumbai Port,Textiles,2023-08-27,2023-09-10,2023-09-18,8,1
SHP10782,Los Angeles Port,Singapore Port,Electronics,2023-11-17,2023-12-16,2023-12-16,0,0
